Province,District,Palika,Category,Status,Rows_Added,Started_Date,Completed_Date,Notes
Koshi,Udayapur,Katari Municipality,Batch: official executive and public contact,In Progress,6,2026-09-09,,"Official office, leadership, spokesperson and public information contacts added. Staff roster, health, ambulance, police, utilities, wards, disaster and tourism remain."
Koshi,Udayapur,Chaudandigadhi Municipality,Government Services,In Progress,4,2026-09-09,,Official municipal portal searched; ward-page entries needing current confirmation are marked Needs Review.
Koshi,Udayapur,Chaudandigadhi Municipality,Information & Inquiry,In Progress,2,2026-09-09,,Official municipal portal searched; ward-page entries needing current confirmation are marked Needs Review.
Koshi,Udayapur,Chaudandigadhi Municipality,Health & Ambulance,In Progress,2,2026-09-09,,Official municipal portal searched; ward-page entries needing current confirmation are marked Needs Review.
Koshi,Udayapur,Chaudandigadhi Municipality,Ward Offices,In Progress,30,2026-09-09,,Official municipal portal searched; ward-page entries needing current confirmation are marked Needs Review.
Koshi,Udayapur,Udayapurgadhi Rural Municipality,Government Services,In Progress,5,2026-09-09,,Official municipality staff directory searched; historic ward contacts are marked Needs Review.
Koshi,Udayapur,Udayapurgadhi Rural Municipality,Health & Ambulance,In Progress,1,2026-09-09,,Official municipality staff directory searched; historic ward contacts are marked Needs Review.
Koshi,Udayapur,Udayapurgadhi Rural Municipality,Ward Offices,In Progress,19,2026-09-09,,Official municipality staff directory searched; historic ward contacts are marked Needs Review.
Koshi,Udayapur,Rautamai Rural Municipality,Government Complaints,In Progress,1,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Rautamai Rural Municipality,Government Services,In Progress,28,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Rautamai Rural Municipality,Health & Ambulance,In Progress,3,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Rautamai Rural Municipality,Information & Inquiry,In Progress,2,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Rautamai Rural Municipality,Other,In Progress,4,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Rautamai Rural Municipality,Ward Offices,In Progress,1,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Rautamai Rural Municipality,Women & Children,In Progress,1,2026-09-09,,Current official municipal staff and elected-representative directories searched.
Koshi,Udayapur,Limchungbung Rural Municipality,Government Complaints,In Progress,1,2026-09-09,,"Official municipal staff, officials, contact, and Ward 4 pages searched."
Koshi,Udayapur,Tapli Rural Municipality,Information & Inquiry,In Progress,2,2026-09-09,,"Official municipal homepage, staff, officials, contact and ward pages searched."
Koshi,Udayapur,Tapli Rural Municipality,Health & Ambulance,In Progress,1,2026-09-09,,"Official municipal homepage, staff, officials, contact and ward pages searched."
Koshi,Khotang,Halesi Tuwachung Municipality,Information & Inquiry,In Progress,1,2026-09-09,,Official municipal homepage and staff directory searched.
Koshi,Khotang,Halesi Tuwachung Municipality,Police & Security,In Progress,2,2026-09-09,,Official municipal homepage and staff directory searched.
Koshi,Khotang,Halesi Tuwachung Municipality,Government Services,In Progress,9,2026-09-09,,Official municipal homepage and staff directory searched.
Koshi,Khotang,Diktel Rupakot Majhuwagadhi Municipality,Other,In Progress,1,2026-09-09,,Official municipal staff and contact directories searched.
Koshi,Khotang,Diktel Rupakot Majhuwagadhi Municipality,Government Services,In Progress,21,2026-09-09,,Official municipal staff and contact directories searched.
Koshi,Khotang,Diktel Rupakot Majhuwagadhi Municipality,Information & Inquiry,In Progress,3,2026-09-09,,Official municipal staff and contact directories searched.
Koshi,Khotang,Diktel Rupakot Majhuwagadhi Municipality,Health & Ambulance,In Progress,1,2026-09-09,,Official municipal staff and contact directories searched.
Koshi,Khotang,Diktel Rupakot Majhuwagadhi Municipality,Women & Children,In Progress,1,2026-09-09,,Official municipal staff and contact directories searched.
Koshi,Khotang,Aiselukharka Rural Municipality,Information & Inquiry,In Progress,2,2026-09-09,,"Official municipal staff, officials, contact, and Area Administration Office sources searched."
Koshi,Khotang,Aiselukharka Rural Municipality,Women & Children,In Progress,1,2026-09-09,,"Official municipal staff, officials, contact, and Area Administration Office sources searched."
Koshi,Khotang,Aiselukharka Rural Municipality,Ward Offices,In Progress,5,2026-09-09,,"Official municipal staff, officials, contact, and Area Administration Office sources searched."
Koshi,Khotang,Aiselukharka Rural Municipality,Other,In Progress,1,2026-09-09,,"Official municipal staff, officials, contact, and Area Administration Office sources searched."
Koshi,Khotang,Aiselukharka Rural Municipality,Government Services,In Progress,11,2026-09-09,,"Official municipal staff, officials, contact, and Area Administration Office sources searched."
Koshi,Khotang,Kepilasgadhi Rural Municipality,Information & Inquiry,In Progress,1,2026-09-09,,"Official municipal home, current-staff, staff and elected-representative directories searched."
Koshi,Khotang,Kepilasgadhi Rural Municipality,Ward Offices,In Progress,7,2026-09-09,,"Official municipal home, current-staff, staff and elected-representative directories searched."
Koshi,Khotang,Kepilasgadhi Rural Municipality,Government Services,In Progress,6,2026-09-09,,"Official municipal home, current-staff, staff and elected-representative directories searched."
Koshi,Khotang,Diprung Chuichumma Rural Municipality,Information & Inquiry,In Progress,1,2026-09-09,,Official new portal and linked legacy official staff profiles searched.
Koshi,Khotang,Diprung Chuichumma Rural Municipality,Government Services,In Progress,7,2026-09-09,,Official new portal and linked legacy official staff profiles searched.
Koshi,Khotang,Diprung Chuichumma Rural Municipality,Police & Security,In Progress,1,2026-09-09,,Official new portal and linked legacy official staff profiles searched.
Koshi,Khotang,Jantedhunga Rural Municipality,Government Complaints,In Progress,1,2026-09-09,,"Official municipal staff, elected representative, contact and ward pages searched."
Koshi,Khotang,Jantedhunga Rural Municipality,Government Services,In Progress,11,2026-09-09,,"Official municipal staff, elected representative, contact and ward pages searched."
Koshi,Khotang,Jantedhunga Rural Municipality,Ward Offices,In Progress,10,2026-09-09,,"Official municipal staff, elected representative, contact and ward pages searched."
Koshi,Khotang,Jantedhunga Rural Municipality,Information & Inquiry,In Progress,2,2026-09-09,,"Official municipal staff, elected representative, contact and ward pages searched."
Koshi,Khotang,Jantedhunga Rural Municipality,Health & Ambulance,In Progress,2,2026-09-09,,"Official municipal staff, elected representative, contact and ward pages searched."
Koshi,Khotang,Jantedhunga Rural Municipality,Other,In Progress,2,2026-09-09,,"Official municipal staff, elected representative, contact and ward pages searched."
Koshi,Khotang,Khotehang Rural Municipality,Government Services,In Progress,14,2026-09-09,,"Official municipal home, current, staff and contact sources searched."
Koshi,Khotang,Khotehang Rural Municipality,Information & Inquiry,In Progress,3,2026-09-09,,"Official municipal home, current, staff and contact sources searched."
Koshi,Khotang,Khotehang Rural Municipality,Disaster & Rescue,In Progress,1,2026-09-09,,"Official municipal home, current, staff and contact sources searched."
Koshi,Khotang,Khotehang Rural Municipality,Ward Offices,In Progress,4,2026-09-09,,"Official municipal home, current, staff and contact sources searched."
Koshi,Khotang,Khotehang Rural Municipality,Health & Ambulance,In Progress,2,2026-09-09,,"Official municipal home, current, staff and contact sources searched."
Koshi,Khotang,Sakela Rural Municipality,Health & Ambulance,In Progress,2,2026-09-09,,"Official municipal staff, official, contact and home pages searched."
Koshi,Khotang,Sakela Rural Municipality,Women & Children,In Progress,1,2026-09-09,,"Official municipal staff, official, contact and home pages searched."
Koshi,Khotang,Sakela Rural Municipality,Government Services,In Progress,14,2026-09-09,,"Official municipal staff, official, contact and home pages searched."
Koshi,Khotang,Sakela Rural Municipality,Other,In Progress,1,2026-09-09,,"Official municipal staff, official, contact and home pages searched."
Koshi,Khotang,Sakela Rural Municipality,Ward Offices,In Progress,3,2026-09-09,,"Official municipal staff, official, contact and home pages searched."
Koshi,Khotang,Sakela Rural Municipality,Information & Inquiry,In Progress,2,2026-09-09,,"Official municipal staff, official, contact and home pages searched."
Koshi,Solukhumbu,Solududhkunda Municipality,Government Services,In Progress,18,2026-09-09,,Current municipal staff and official pages plus District Administration Office government directory searched.
Koshi,Solukhumbu,Solududhkunda Municipality,Ward Offices,In Progress,11,2026-09-09,,Current municipal staff and official pages plus District Administration Office government directory searched.
Koshi,Solukhumbu,Solududhkunda Municipality,Police & Security,In Progress,5,2026-09-09,,Current municipal staff and official pages plus District Administration Office government directory searched.
